chrom	chromStart	chromEnd	gene symbol	strand	known	UCSC_cassette	NR	Under selection	UI len	exon len	DI len	minEvi (noEST)	inclusion	match known exon	overlap known exon	overlap CDS	AG/GU in hg19	hg19.cass	NMD classification	intron.phyloP	wobble.phyloP	GMM FDR
chr4	58885367	58912725	AI314180	-	1	cassetteExon_7421	1	1	7368	104	19505	130	0.547900969	1	1	1	1	CA-sr-chr9r-1501[INC][16|459/37]	NMD_in	0.778	2.19562	0.00818
chr4	107614971	107619664	Glis1	+	1		1	0	3036	169	1215	0	0.086956522	1	1	NA	1		NMD_in	0.0235225	0.124554	0.825
chr4	126179911	126186588	Thrap3	-	1		1	0	1292	212	4116	11	0.002231264	1	1	NA	1		NMD_in	0.4709125	0.317352	0.256
chr4	126171693	126173528	Thrap3	-	1		1	1	114	193	1255	269	0.032914573	1	1	NA	1	CA-sr-chr1f-2061[INC][83|131/3638]	NMD_in	2.090595	2.5365	1.34E-15
chr4	129692432	129693285	Tmem39b	-	1	cassetteExon_7793	1	0	347	83	119	120	0.079564213	1	1	NA	1	CA-55116-5921-6662-6745-6861[INC][4/72]	NMD_in	0.514711	1.251	0.27
chr4	130135664	130137290	Hcrtr1	-	1	cassetteExon_7801	1	0	1053	16	134	1	0.091729323	1	1	NA	1		NMD_in	0.08562591	0.3328	0.809
chr4	148156145	148156706	Fbxo44	-	1	cassetteExon_8007	1	0	118	96	113	863	0.38460039	1	1	1	1	CA-93611-6990-7158-7254-7361[INC][4/62]	NMD_in	0.6237925	0.634312	0.104
chr5	44194247	44204328	Tapt1	-	1		1	1	4831	66	4902	387	0.128719382	1	1	NA	1	CA-202018-27077-32815-32881-38015[INC][1/26]	NMD_in	0.5487685	1.84123	0.0967
chr5	69561653	69565562	Guf1	+	1	cassetteExon_8355	1	0	2666	124	782	67	0.96280877	1	1	1	1	CA-sr-chr4f-1013[INC][545|2046/3]	NMD_in	0.1143115	0.653683	0.769
chr5	121426726	121430756	Naa25	+	1		1	1	2506	129	1143	187	0.044515833	1	1	NA	1	CA-80018-58274-62220-62349-63388[INC][2/19]	NMD_in	1.067925	2.3913	0.000173
chr5	137629177	137633716	Lrch4	+	1		1	0	1360	204	2581	4	0.006364657	1	1	NA	1		NMD_in	0.48094	0.361382	0.252
chr6	54585802	54589424	Fkbp14	-	1	cassetteExon_9003	1	0	2187	90	1065	94	0.071240106	1	1	NA	1	CA-55033-7137-9497-9589-10678[INC][6/40]	NMD_in	0.2847425	0.727133	0.643
chr6	72432798	72435114	Mat2a	-	1		1	0	241	81	263	6	0.001944579	1	1	NA	1		NMD_in	0.8959275	0.0761481	0.000104
chr6	30541641	30544216	Cpa2	+	1		1	0	2056	115	234	0	NA	1	1	NA	1		NMD_in	0.41159	0.752795	0.459
chr7	30532934	30535009	Arhgap33	-	1	cassetteExon_9718	1	0	713	110	1070	2934	0.681726962	1	1	1	1		NMD_in	0.4020025	0.731568	0.475
chr7	97453311	97459557	Kctd14	+	1	cassetteExon_10014	1	0	1394	121	2616	50	0.310195228	1	1	1	1		NMD_in	0.151935	-0.090925	0.677
chr7	97660812	97664766	Rsf1	+	1		1	1	996	33	949	101	0.028332681	1	1	NA	1	CA-sr-chr11r-1418[INC][6|8/1141]	NMD_in	0.79937	1.78164	0.0173
chr8	70260468	70263105	Sugp2	+	1	cassetteExon_10663	1	0	641	87	1553	872	0.181702453	1	1	NA	1		NMD_in	0.07412295	0.747448	0.752
chr8	105334686	105336561	Fhod1	-	1		1	1	121	24	1434	89	0.314782609	1	1	NA	1	CA-29109-13966-14088-14112-16050[INC][1/14]	NMD_in	0.771575	2.237	0.00761
chr9	50892798	50895961	Sik2	-	1	cassetteExon_11168	1	0	1262	124	568	99	0.893403233	1	1	NA	1		NMD_in	0.40107	1.27663	0.385
chr9	70016818	70019515	Gtf2a2	+	1	cassetteExon_11292	1	0	149	119	2197	14	0.015362511	1	1	1	1		NMD_in	0.2220435	0.261974	0.693
chr9	72307950	72312248	Zfp280d	+	1	cassetteExon_11317	1	0	1183	155	2671	218	0.076578902	1	1	NA	1		NMD_in	-0.0508988	-0.0183654	0.835
chr9	72339011	72360341	Zfp280d	+	1	cassetteExon_11320	1	0	567	724	19946	0	0.123145401	1	1	1	1		NMD_in	0.6335125	0.570596	0.0836
chr9	104196022	104197361	Dnajc13	-	1		1	1	828	129	94	108	0.03511131	1	1	NA	1		NMD_in	0.9720525	2.13337	0.00112
chr9	104151950	104156913	Dnajc13	-	1		1	1	3437	109	844	1899	0.47960051	1	1	NA	1	CA-sr-chr3f-3752[INC][1046|822/1452]	NMD_in	0.55179	1.91511	0.0782
chr9	110573880	110590436	Setd2	+	1		1	1	2847	217	13049	277	0.05174216	1	1	NA	1	CA-sr-chr3r-3846[INC][142|2/1339]	NMD_in	1.45379	2.35929	1.31E-07
chr11	50883684	50886498	Zfp454	-	1		1	0	90	106	2361	37	0.069852941	1	1	NA	1		NMD_in	0.0666139	-0.0845	0.773
chr11	102528093	102538356	Gpatch8	-	1		1	1	1135	35	8945	191	0.137658607	1	1	NA	1	CA-sr-chr17r-2097[INC][96|46/302]	NMD_in	1.979565	2.47	5.83E-14
chr11	102528093	102538356	Gpatch8	-	1		1	1	6951	18	3146	176	0.112589308	1	1	NA	1	CA-23131-31761-39475-39493-42045[INC][5/12]	NMD_in	1.847075	2.49017	2.98E-12
chr11	102508143	102528166	Gpatch8	-	1		1	1	17832	45	2005	218	0.11950686	1	1	NA	1	CA-23131-42118-67874-67919-70044[INC][1/18]	NMD_in	1.919995	2.65407	4.92E-13
chr11	102487499	102500946	Gpatch8	-	1	cassetteExon_1893	1	1	12006	50	1116	149	0.057943925	1	1	NA	1	CA-sr-chr17r-2108[INC][79|97/625]	NMD_in	1.452885	2.37806	1.36E-07
chr9	108620058	108644368	Arih2	-	1		1	1	14691	46	9162	250	0.263607257	1	1	1	1	CA-10425-11966-29288-29334-45764[INC][11/87]	NMD_in	1.16004	2.08653	6.19E-05
chr12	74129371	74222794	Syt16	+	1	cassetteExon_2255	1	0	32504	821	59705	4322	0.601217937	1	1	1	1		NMD_in	0.580335	0.660153	0.163
chr3	95901092	95902131	Car14	-	1		1	0	630	22	186	41	0.059653624	1	1	NA	1		NMD_in	0.1402035	0.475857	0.78
chr13	5861540	5865344	Klf6	+	1		1	1	1715	68	1142	70	0.016770484	1	1	NA	1	CA-1316-3369-5000-5066-6067[INC][3/312][UPT]	NMD_in	1.1559875	1.68252	6.34E-05
chr8	123446097	123447912	Def8	+	1	cassetteExon_10926	1	0	1132	47	424	23	0.205761317	1	1	1	1		NMD_in	-0.3522935	-0.354313	0.765
chr14	59431142	59440877	Setdb2	-	1	cassetteExon_3282	1	0	2821	329	6168	69	0.841013825	1	1	1	1		NMD_in	0.2451125	0.628955	0.694
chr15	66622760	66624067	Phf20l1	+	1	cassetteExon_3583	1	1	943	123	108	411	0.366548043	1	1	1	1	CA-51105-51702-52676-52799-52905[INC][3/31]	NMD_in	0.7053405	1.68141	0.0506
chr7	96436759	96550299	Odz4	+	1		1	0	59385	97	53671	653	0.451686865	1	1	NA	1	CA-26011-227843-294844-294941-373641[INC][4/1]	NMD_in	0.4879125	2.21763	0.03
chr4	151792417	151861757	Camta1	-	1		1	1	31088	119	37915	6	0.99554731	1	1	1	1	CA-sr-chr1f-376[INC][1171|3218/3]	NMD_in	0.6693825	2.2716	0.0127
chr17	6311708	6314958	Dynlt1a	-	1		1	0	2196	220	668	0	0	1	1	NA	1		NMD_in	-0.0468225	-0.216096	0.809
chr10	80136349	80136938	Dos	-	1	cassetteExon_1113	1	0	130	54	195	4074	0.813504234	1	1	NA	1	CA-sr-chr19r-4873[INC][528|71/3327]	NMD_in	0.571876	1.42989	0.176
chr5	110830935	110836072	Hscb	-	1		1	0	1175	145	3671	4	0.993874426	1	1	1	1	CA-150274-5655-6809-6954-12186[INC][8/5]	NMD_in	0.0817397	0.61975	0.783
chr6	49252381	49264030	Tra2a	-	1		1	1	10729	301	292	170	0.089748834	1	1	NA	1	CA-29896-3249-12605-12906-13197[INC][4/75][UPT]	NMD_in	2.288145	2.61852	1.16E-18
chr7	130902176	130904934	Plekha1	+	1		1	0	2073	239	312	0	0.000292791	1	1	NA	1		NMD_in	0.0658325	-0.0316203	0.785
chr8	110826094	110831556	Sf3b3	-	1		1	1	1936	29	3272	585	0.084467518	1	1	NA	1	CA-23450-27655-29862-29891-33658[INC][6/80]	NMD_in	0.9909075	2.2031	0.000752
chr17	17578531	17624482	Lnpep	-	1	cassetteExon_4350	1	0	14961	172	29888	3	0.001001335	1	1	NA	1		NMD_in	0.0460125	-0.015193	0.801
chr1	140450195	140507849	Kcnt2	+	1	cassetteExon_487	1	0	33820	109	23466	155	0.917487357	1	1	1	1	CA-sr-chr1r-1363[INC][562|496/18]	NMD_in	0.363075	1.49719	0.314
chr1	74928333	74933238	Ccdc108	-	1	cassetteExon_216	1	0	3712	103	754	26	0.534090909	1	1	1	1		NMD_in	-0.25478495	0.6778	0.529
chr2	33146569	33159036	Ralgps1	-	1	cassetteExon_5767	1	0	980	158	11118	211	0.600952948	1	1	1	1	CA-sr-chr9f-2558[INC][2271|16/258]	NMD_in	0.4523925	1.44408	0.282
chr4	45348105	45359958	Dcaf10	+	1	cassetteExon_7391	1	1	1317	55	10169	380	0.18424821	1	1	NA	1		NMD_in	0.881555	1.94167	0.00525
chr6	121372932	121380044	Iqsec3	-	1	cassetteExon_9291	1	0	85	950	2428	453	0.169428113	1	1	1	1		NMD_in	1.0331525	0.160956	5.63E-06
chr7	73454328	73455641	Chd2	-	1		1	1	687	113	239	106	0.05629566	1	1	NA	1	CA-sr-chr15f-2994[INC][64|61/897]	NMD_in	1.2797	2.28634	5.12E-06
chr7	46774813	46775951	Hps5	-	1	cassetteExon_9825	1	0	480	131	216	339	0.514950166	1	1	NA	1	CA-sr-chr11r-3543[INC][3|7/135]	NMD_in	0.730945	0.957116	0.0448
chr16	8711993	8716619	Usp7	-	1		1	1	595	175	3552	655	0.103425207	1	1	NA	1	CA-7874-36192-36941-37116-43071[INC][6/57]	NMD_in	0.958755	1.8926	0.00187
chr5	120541877	120542526	Tpcn1	-	1	cassetteExon_8610	1	0	233	32	222	177	0.073587908	1	1	NA	1	CA-53373-69780-70040-70072-70303[INC][1/19]	NMD_in	0.155705	0.785909	0.726
chr12	76562205	76563824	Plekhg3	+	1	cassetteExon_2266	1	0	1196	22	233	8	0.02016129	1	1	NA	1	CA-sr-chr14f-1144[INC][12|19/652]	NMD_in	0.076475	0.449	0.807
chr7	25471797	25476703	Ceacam1	-	1	cassetteExon_9662	1	0	1539	285	2446	27	0.216374269	1	1	1	1		NMD_in	-0.02122	0.1614	0.836
chr6	38387596	38390031	Ttc26	+	1	cassetteExon_8896	1	0	1388	191	691	1	0.002298851	1	1	NA	1		NMD_in	0.2493925	-0.0592969	0.525
chr17	28691341	28713903	Mapk14	+	1	cassetteExon_4447	1	0	900	45	20973	1	0.001853225	1	1	NA	1		NMD_in	0.308971	-0.200133	0.328
chr5	22546397	22548016	Orc5	-	1		1	0	370	113	842	7	0.002798645	1	1	NA	1		NMD_in	0.00845	0.0963514	0.828
chr14	32214566	32217734	Parg	+	1		1	0	2732	56	221	19	0.006386067	1	1	NA	1		NMD_in	0.2196975	-0.0324211	0.593
chr3	108272290	108279974	Psma5	+	1		1	0	88	82	7187	0	0	1	1	NA	1		NMD_in	-0.0096077	0.169643	0.834
chr4	126687028	126706220	Psmb2	+	1		1	0	12655	143	6160	10	0.001078891	1	1	NA	1		NMD_in	0.2781975	0.378625	0.634
chr1	80304079	80323056	Cul3	-	1	cassetteExon_235	1	1	946	128	17591	170	0.029874214	1	1	1	1	CA-8452-30739-31977-32103-52756[INC][1/47]	NMD_in	1.30394	2.15784	3.35E-06
chr5	31194795	31195479	Snx17	+	1		1	0	292	74	135	208	0.021396448	1	1	NA	1	CA-9784-5245-5544-5618-5751[INC][16/1276]	NMD_in	0.580337	1.43116	0.167
chr10	123705699	123741204	Fam19a2	+	1	cassetteExon_1237	1	0	24257	246	8576	1279	0.250081887	1	1	NA	1	CA-338811-442218-474915-475153-485422[INC][1/13][DNT]	NMD_in	0.404793	1.1712	0.416
chr11	78023695	78025086	Phf12	+	1		1	1	993	55	93	50	0.051037768	1	1	NA	1		NMD_in	1.5256125	2.18683	2.08E-08
chr13	112669586	112686198	Slc38a9	+	1		1	0	14330	85	1919	22	0.103922918	1	1	NA	1		NMD_in	0.788445	1.12614	0.0243
chr14	51984897	51987600	Arhgef40	+	1		1	0	313	122	1976	9	0.022608696	1	1	NA	1		NMD_in	0.3561905	0.600024	0.54
chr19	10531780	10532923	Cpsf7	+	1	cassetteExon_5335	1	1	131	66	623	342	0.100357437	1	1	NA	1	CA-79869-11603-11735-11801-12419[INC][6/192]	NMD_in	1.49943	2.27395	4.96E-08
chr19	11277685	11279378	Ms4a5	-	1		1	0	1152	137	218	0	NA	1	1	NA	1		NMD_in	-0.056673435	-0.180413	0.819
chr13	55113677	55130627	Zfp346	+	1		1	0	8559	186	8018	28	0.979366249	1	1	1	1	CA-23567-22175-31055-31241-42362[INC][1/11]	NMD_in	0.4629195	0.762855	0.371
chr4	131860760	131861878	Mecr	+	1		1	0	313	56	543	534	0.155198671	1	1	NA	1		NMD_in	0.18187	0.587556	0.749
chr2	28833549	28840296	Gtf3c4	-	1	cassetteExon_5698	1	0	3366	106	1037	255	0.10581909	1	1	NA	1		NMD_in	-0.017723	-0.198571	0.8
chr3	40905871	40910603	3110057O12Rik	+	1		1	0	210	52	4284	21	0.027964206	1	1	NA	1		NMD_in	0.1747225	0.328529	0.754
chr4	132003584	132007438	Epb4.1	-	1	cassetteExon_7816	1	0	834	81	2248	0	0	1	1	NA	1		NMD_in	0.315455	0.306	0.552
chr1	87213975	87219695	Eif4e2	+	1		1	0	326	150	5085	52	0.473320537	1	1	1	1		NMD_in	0.10209865	0.011375	0.766
chr8	92871137	92875589	Lpcat2	+	1	cassetteExon_10768	1	0	2982	59	1263	2	0.996370236	1	1	1	1		NMD_in	0.0684044	0.21835	0.814
chr9	121765482	121766582	Zfp651	+	1		1	0	314	53	469	14	0.004484305	1	1	NA	1	CA-sr-chr3f-1443[INC][12|5/4767]	NMD_in	0.00135	0.328389	0.828
chr2	118400534	118405149	Eif2ak4	+	1	cassetteExon_6210	1	0	378	315	3706	7	0.012674271	1	1	1	1		NMD_in	0.0795325	-0.17641	0.733
chr2	121248163	121252034	Trp53bp1	-	1		1	0	753	138	2686	84	0.021230398	1	1	NA	1		NMD_in	0.3292275	0.721652	0.587
chr2	121227644	121228707	Trp53bp1	-	1	cassetteExon_6255	1	1	425	141	173	30	0.01834471	1	1	NA	1	CA-sr-chr15r-2346[INC][7|16/1935]	NMD_in	1.06638	2.31857	2.00E-04
chr2	121202542	121204548	Trp53bp1	-	1		1	0	880	56	638	5	0.000837521	1	1	NA	1		NMD_in	0.47227	1.28858	0.31
chr18	80207153	80218807	Txnl4a	+	1	cassetteExon_5208	1	0	2718	69	8573	1148	0.507786654	1	1	1	1		NMD_in	0.2168575	0.605348	0.721
chr6	83481346	83487131	Dguok	-	1	cassetteExon_9090	1	0	5145	61	315	53	0.024717379	1	1	1	1		NMD_in	0.0251225	-0.073	0.802
chr8	105359326	105363433	Slc9a5	+	1		1	0	2107	78	1624	24	0.030247896	1	1	NA	1	CA-6553-13995-16260-16338-18400[INC][1/6]	NMD_in	0.727205	1.32031	0.0555
chr4	134925292	134926818	D4Wsu53e	+	1	cassetteExon_7844	1	1	344	45	913	305	0.061741176	1	1	1	1	CA-57035-5345-5996-6041-6861[INC][3/22]	NMD_in	0.7204425	2.11847	0.0164
chr1	16463034	16509408	Stau2	-	1	cassetteExon_39	1	1	23191	131	22825	4041	0.281945731	1	1	1	1	CA-27067-12425-41546-41677-61895[INC][35/117]	NMD_in	0.8836715	2.1213	0.00339
chr4	120453751	120463145	Scmh1	+	1		1	1	8237	143	919	325	0.852416195	1	1	1	1	CA-22955-84269-92402-92545-93459[INC][1/16]	NMD_in	0.7711525	1.64488	0.0281
chr7	80728848	80730153	Iqgap1	-	1		1	1	377	48	562	528	0.439672802	1	1	NA	1	CA-sr-chr15f-2870[INC][187|204/396]	NMD_in	0.7071375	2.24544	0.0116
chr11	54056142	54068974	Pdlim4	-	1		1	0	8823	79	3613	36	0.965258216	1	1	1	1	CA-sr-chr5f-2155[INC][4|471/11]	NMD_in	0.0312075	0.36863	0.822
chr19	45579652	45591794	Fbxw4	-	1		1	0	8927	86	2922	9	0.007211538	1	1	NA	1		NMD_in	0.2204965	-0.127828	0.542
chr7	137444978	137452771	Glrx3	+	1		1	1	7365	89	155	1670	0.227743007	1	1	NA	1	CA-10539-11945-26371-26460-26620[INC][2/237]	NMD_in	1.2723775	1.52073	3.67E-06
chr9	45062040	45066549	Mpzl3	+	1		1	0	656	106	3369	0	0.009302326	1	1	NA	1		NMD_in	0.32036	0.333686	0.551
chr10	110961011	110967846	Zdhhc17	-	1		1	1	5279	108	1159	411	0.057095241	1	1	1	1	CA-23390-54946-59984-60094-61332[INC][3/18]	NMD_in	1.100745	2.24386	0.000139
chr10	120791401	120825136	Msrb3	-	1		1	0	3607	117	29884	0	0	1	1	NA	1		NMD_in	0.7867575	0.419359	0.00526
chr12	85843777	85845353	Ttll5	+	1		1	0	85	53	1248	69	0.054571738	1	1	1	1		NMD_in	0.3298615	0.277167	0.516
chr2	31583154	31594892	Fubp3	+	1		1	1	9202	34	2351	0	1	1	1	1	1		NMD_in	1.39192	2.65445	4.14E-07
chr2	31611578	31612558	Fubp3	+	1		1	0	363	133	249	235	0.144600939	1	1	NA	1	CA-sr-chr9f-3178[INC][12|28/1257]	NMD_in	0.529695	1.73749	0.131
chr9	111383073	111386474	Trank1	+	1		1	0	1956	86	1166	3436	0.484287974	1	1	NA	1		NMD_in	0.43349	0.66131	0.413
chr9	67982504	67988051	Vps13c	+	1	cassetteExon_11287	1	0	703	84	4556	49	0.551096594	1	1	1	1		NMD_in	0.43924	1.31671	0.335
chr8	83692635	83699022	Pkn1	-	1	cassetteExon_10718	1	0	894	65	5071	1	0.00216763	1	1	NA	1	CA-5585-3189-4236-4301-10789[INC][2/41][UPT]	NMD_in	0.325235	1.51982	0.316
chr12	4990887	5006791	Atad2b	+	1	cassetteExon_2101	1	1	9581	54	5912	46	0.043828265	1	1	NA	1	CA-sr-chr2r-5701[INC][4|4/74]	NMD_in	0.9972225	2.17844	0.000725
chr6	29589028	29609600	Tnpo3	-	1		1	1	9667	159	10310	781	0.146222142	1	1	NA	1	CA-23534-3523-16456-16617-40016[INC][8/190][UPT]	NMD_in	0.96173	2.02858	0.00154
chr11	69516474	69518467	Dnahc2	-	1	cassetteExon_1627	1	0	1171	88	336	0	1	1	1	1	1	CA-sr-chr17f-627[INC][2|4/23]	NMD_in	-0.18333	0.537867	0.713
chr11	72303326	72308924	Xaf1	+	1		1	0	3101	89	1954	128	0.508946322	1	1	1	1		NMD_in	0.08128	0.160138	0.804
chr12	65043231	65043877	Prpf39	+	1	cassetteExon_2218	1	1	185	69	103	31	0.919270833	1	1	NA	1	CA-sr-chr14f-600[INC][85|32/3]	NMD_in	2.271865	2.60713	1.67E-18
chr12	65043231	65044124	Prpf39	+	1	cassetteExon_2219	1	1	357	163	128	31	0.330914954	1	1	1	1	CA-sr-chr14f-602[INC][3|79/238]	NMD_in	2.50008	2.58525	8.81E-23
chr12	65055155	65055764	Prpf39	+	1	cassetteExon_2220	1	1	113	100	104	975	0.387300978	1	1	NA	1	CA-sr-chr14f-607[INC][137|122/523]	NMD_in	2.135725	2.69312	3.58E-16
chr18	82609287	82617889	Zfp236	-	1	cassetteExon_5216	1	0	7023	82	1129	234	0.099018003	1	1	NA	1	CA-sr-chr18f-1165[INC][19|20/559]	NMD_in	-0.04552	0.477821	0.807
chr2	153477870	153483842	8430427H17Rik	-	1	cassetteExon_6432	1	0	3121	144	2439	1	0.000450857	1	1	NA	1		NMD_in	0.2973925	0.799104	0.621
chr4	134217805	134221621	Catsper4	-	1	cassetteExon_7833	1	0	3258	121	201	0	NA	1	1	1	1		NMD_in	0.27264	0.529659	0.662
chr5	111581560	111582510	C130026L21Rik	+	1	cassetteExon_8569	1	0	308	118	124	662	0.520899192	1	1	NA	1		NMD_in	-0.1085595	-0.140026	0.833
chr6	116042870	116134457	Tmcc1	-	1		1	0	26250	205	63506	46	0.074463725	1	1	1	1		NMD_in	0.6272425	0.753522	0.117
chr7	16401275	16416992	Zc3h4	+	1	cassetteExon_9594	1	1	1148	62	14256	89	0.111325116	1	1	1	1	CA-23211-4605-5796-5858-22144[INC][1/5][UPT]	NMD_in	1.1821275	2.07195	4.00E-05
chr17	23605504	23607644	Zscan10	+	1	cassetteExon_4362	1	0	1159	265	191	0	NA	1	1	1	1	CA-84891-3319-3544-3812-4032[INC][3/4][UPT]	NMD_in	-0.1610705	-0.0228636	0.836
chr11	46610446	46625625	Dppa1	-	1		1	0	12535	112	2440	0	1	1	1	1	1		NMD_in	0.095095	-0.205579	0.704
chr2	91648015	91649425	Zfp408	-	1	cassetteExon_6122	1	0	124	91	858	119	0.175018155	1	1	NA	1		NMD_in	-0.06316975	-0.0145161	0.837
chr2	93863099	93864353	Accsl	-	1	cassetteExon_6146	1	0	241	71	749	0	1	1	1	1	1		NMD_in	0.0357661	-0.218348	0.76
chr7	45787393	45788022	Lmtk3	+	1		1	0	175	109	149	252	0.04101308	1	1	NA	1		NMD_in	0.199509	1.14631	0.562
chrX	20479513	20489892	Phf16	+	1	cassetteExon_11714	1	0	7626	125	2279	6	0.700657895	1	1	NA	1		NMD_in	0.39663	0.300732	0.393
chr10	99156201	99164949	Poc1b	+	1	cassetteExon_1185	1	0	8234	22	261	64	0.073148148	1	1	NA	1		NMD_in	0.3358625	0.753857	0.576
chr17	34421957	34428145	BC051142	+	1		1	0	92	21	5994	3	0.294964029	1	1	1	1		NMD_in	0.3305215	0.195714	0.484
chr10	117349032	117356124	Cpsf6	-	1		1	0	82	71	6314	34	0.045822919	1	1	NA	1		NMD_in	1.134775	1.14	3.53E-05
chr12	4871375	4874359	Mfsd2b	-	1	cassetteExon_2094	1	0	985	151	1633	0	0	1	1	NA	1		NMD_in	0.0355275	0.0813333	0.818
chr19	6080037	6080787	BC048609	+	1	cassetteExon_5276	1	0	105	100	106	0	NA	1	1	1	1		NMD_in	0.163066715	0.489182	0.766
chr1	85626099	85630564	Sp140	+	1		1	0	2012	81	2201	1	0.015075377	1	1	1	1		NMD_in	-0.00319885	-0.319074	0.757
chr8	56569283	56588125	Fbxo8	+	1		1	1	3525	116	14955	561	0.345767575	1	1	NA	1	CA-26269-27553-31106-31225-46033[INC][1/47]	NMD_in	1.29174	2.03605	4.49E-06
chr17	26205706	26207457	Rgs11	+	1		1	0	1517	30	73	4	0.996701031	1	1	1	1		NMD_in	-0.026449	0.5159	0.803
chr17	26207758	26210539	Rgs11	+	1		1	0	117	311	2154	157	0.909327173	1	1	1	1		NMD_in	-0.092313	-0.004125	0.84
chr5	100034725	100036195	Hnrpdl	-	1		1	1	364	105	650	1607	0.092877234	1	1	NA	1		NMD_in	2.44705	2.74826	2.60E-21
chr4	135344498	135346857	Srrm1	-	1		1	1	289	130	1646	324	0.107350608	1	1	NA	1	CA-10250-6687-6976-7106-8756[INC][3/184]	NMD_in	1.89922	2.29981	4.23E-13
chr4	135337803	135340622	Srrm1	-	1		1	1	1916	38	470	73	0.014644457	1	1	NA	1	CA-10250-12930-14203-14241-14752[INC][1/70]	NMD_in	1.406	2.56058	3.18E-07
chr4	133269777	133271047	Tmem222	-	1		1	0	148	145	860	127	0.014817184	1	1	NA	1	CA-84065-11660-11840-11993-12925[INC][25/150]	NMD_in	0.3422455	1.1512	0.484
chr5	93093436	93139563	11-Sep	+	1		1	0	44840	159	852	309	0.031045906	1	1	NA	1		NMD_in	-0.0007375	-0.137547	0.804
chr1	190932866	190937700	Angel2	+	1		1	1	1553	249	2449	727	0.173553719	1	1	1	1	CA-sr-chr1r-894[INC][147|430/552]	NMD_in	0.7312025	1.60564	0.0443
chr12	116353826	116357186	Esyt2	+	1	cassetteExon_2587	1	0	2150	46	1026	0	0.009202454	1	1	NA	1		NMD_in	0.4534514	1.08273	0.374
chr10	110765615	110767251	E2f7	+	1		1	0	364	24	954	43	0.161971831	1	1	NA	1	CA-144455-23944-24311-24335-25381[INC][1/7]	NMD_in	0.30743	1.7825	0.173
chr12	84338641	84340229	Zfp410	+	1		1	1	268	203	848	627	0.221115538	1	1	NA	1	CA-57862-38592-38878-39083-39780[INC][1/58]	NMD_in	0.86837	2.15994	0.00366
chr5	65537330	65581468	Ube2k	+	1	cassetteExon_8338	1	0	33985	59	9795	261	0.971550033	1	1	1	1	CA-3093-3347-50708-50767-60613[INC][4/5][UPT]	NMD_in	0.327177	1.45425	0.351
chr6	51461919	51463493	Hnrnpa2b1	-	1		1	1	846	226	283	612	0.22218817	1	1	NA	1	CA-3181-11299-12143-12372-12665[INC][4/25]	NMD_in	2.146465	2.37812	8.57E-17
chr6	51461123	51463493	Hnrnpa2b1	-	1	cassetteExon_8995	1	1	1355	136	486	847	0.849261434	1	1	NA	1	CA-3181-11299-12665-12801-13333[INC][16/5][DNT]	NMD_in	1.538945	2.32218	1.71E-08
chrX	41654005	41669615	Gria3	+	1	cassetteExon_11752	1	1	556	115	14576	182	0.101040176	1	1	1	1	CA-2892-283868-284429-284544-298818[INC][1/4]	NMD_in	2.28754	2.80677	1.95E-18
chr9	64725501	64737756	Rab11a	-	1		1	0	10766	194	1041	274	0.979268339	1	1	1	1		NMD_in	0.164106	0.951369	0.667
chr2	103783142	103796940	Caprin1	-	1		1	0	8527	66	4932	299	0.018362209	1	1	NA	1		NMD_in	0.1245985	0.182636	0.779
chr11	70844791	70874874	Rabep1	+	1	cassetteExon_1651	1	0	1430	71	28236	56	0.021205357	1	1	NA	1		NMD_in	0.5442	0.504	0.186
chr17	32334587	32335623	Akap8l	-	1		1	0	392	60	414	1538	0.182098062	1	1	NA	1		NMD_in	0.60204	1.48195	0.138
chr9	118572917	118577228	Golga4	+	1		1	0	3201	134	785	218	0.056046453	1	1	NA	1		NMD_in	0.953025	-0.258178	2.85E-06
chr3	103626981	103635179	Syt6	+	1	cassetteExon_7037	1	1	3769	68	1477	459	0.802283007	1	1	1	1	CA-148281-59124-63047-63116-64768[INC][11/2][DNT]	NMD_in	0.586505	1.8195	0.0855
chr3	113152019	113154389	Amy2b	-	1		1	0	710	230	1107	0	NA	1	1	1	1	CA-278@1-8474-8922-9153-9892[INC][52/1]	NMD_in	-0.0655115	0.421803	0.814
chr12	81919030	81947021	Pcnx	+	1	cassetteExon_2289	1	1	8861	133	18556	72	0.445030268	1	1	1	1	CA-sr-chr14f-1382[INC][584|5/85]	NMD_in	0.630085	1.64973	0.0938
chr3	81037239	81141600	Pdgfc	+	1	cassetteExon_6856	1	1	93463	59	10328	200	0.202273804	1	1	NA	1	CA-56034-3609-112905-112966-123978[INC][18/44][UPT]	NMD_in	0.6267511	2.16915	0.0242
chr9	47829376	47848298	Cadm1	+	1	cassetteExon_11145	1	1	4159	236	14362	62	0.00736687	1	1	NA	1		NMD_in	1.0320175	1.69471	0.000673
chr8	85841001	85875723	Phkb	+	1		1	0	1900	109	32521	375	0.638728324	1	1	1	1	CA-5257-3128-5583-5695-39100[INC][14/7][UPT]	NMD_in	0.636145	0.939611	0.125
chr8	13255962	13287833	Dcun1d2	-	1		1	0	16083	131	13613	4	0.989218329	1	1	1	1		NMD_in	-0.2014525	0.0529318	0.823
